id,family_name,first_name,nameid,miscellaneous,submit_date
572,Toia,Alberica,"Toia,Alberica",,
573,Tojo,Junji,"Tojo,Junji",,
575,Torii,Hisayuki,"Torii,Hisayuki",,
576,Towell,Rusty,"Towell,Rusty",,
577,Tserruya,Itzhak,"Tserruya,Itzhak",,
578,Tsuchimoto,Yuji,"Tsuchimoto,Yuji",,
579,Vale,Carla,"Vale,Carla",,
580,Valle,Hugo,"Valle,Hugo",,
581,Veicht,Aaron,"Veicht,Aaron",,
582,Velkovska,Julia,"Velkovska,Julia",,
584,Virius,Miroslav,"Virius,Miroslav",,
585,Vrba,Vaclav,"Vrba,Vaclav",,
586,Wang,Xiaorong,"Wang,Xiaorong",,
587,Watanabe,Yasushi,"Watanabe,Yasushi",,
588,Wei,Feng,"Wei,Feng",,
589,White,Sebastian,"White,Sebastian",,
590,Williamson,Steve,"Williamson,Steve",,
591,Winter,David,"Winter,David",,
592,Woody,Craig,"Woody,Craig",,
593,Wysocki,Matt,"Wysocki,Matt",,
594,Yamaguchi,Yorito,"Yamaguchi,Yorito",,
595,Yamaura,Kazuhisa,"Yamaura,Kazuhisa",,
596,Yanovich,Andrey,"Yanovich,Andrey",,
597,Yasin,Zafar,"Yasin,Zafar",,
598,Ying,Jun,"Ying,Jun",,
599,Yokkaichi,Satoshi,"Yokkaichi,Satoshi",,
600,Young,Glenn,"Young,Glenn",,
601,Younus,Imran,"Younus,Imran",,
602,Yushmanov,Igor,"Yushmanov,Igor",,
603,Zajc,William,"Zajc,William",,
604,Zaudtke,Oliver,"Zaudtke,Oliver",,
605,Zhang,Chun,"Zhang,Chun",,
607,Zolin,Leonid,"Zolin,Leonid",,
608,Boose,Stephen,"Boose,Stephen",,
609,Desmond,Edmond,"Desmond,Edmond",,
610,Giannotti,Paul,"Giannotti,Paul",,
611,Inguanta,Rachel,"Inguanta,Rachel",,
612,Jones,Ken,"Jones,Ken",,
613,Kehayias,Hyon-Joo,"Kehayias,Hyon-Joo",,
614,Lenz,Michael,"Lenz,Michael",,
615,Lenz,William,"Lenz,William",,
616,Marino,Salvatore,"Marino,Salvatore",,
617,Morrison,Dave,"Morrison,Dave",,
618,O'Brien,Edward,"OBrien,Ed",,
619,Tannenbaum,Mike,"Tannenbaum,Mike",,
620,Toldo,Frank,"Toldo,Frank",,
621,Tradeski,John,"Tradeski,John",,
622,Peng,Jen-Chieh,"Peng,Jen-Chieh",,
623,Holzmann,Wolf Gerrit,"Holzmann,Wolf_Gerrit",,
624,D'Enterria,David,"DEnterria,David",,
625,Isenhower,Donald,"Isenhower,Donald",,
626,Morino,Yuhei,"Morino,Yuhei",,
627,Dubey,Anand Kumar,"Dubey,Anand_Kumar",,
628,Afanasiev,Sergey,"Afanasiev,Sergey",,
630,Chai,Jong-Seo,"Chai,Jong-Seo",,
631,Choi,IhnJea,"Choi,IhnJea",,
632,Delagrange,Hugues,"Delagrange,Hugues",,
633,Esumi,ShinIchi,"Esumi,ShinIchi",,
1619,Majoros,Tamas,"Majoros,Tamas",,2015-02-20 10:10:59.746503
635,Heffner,Mike,"Heffner,Mike",,
636,Hemmick,Tom,"Hemmick,Tom",,
637,Huang,Shengli,"Huang,Shengli",,
638,Hur,MinGoo,"Hur,MinGoo",,
639,Isupov,Alexander,"Isupov,Alexander",,
640,Bai,Mei,"Bai,Mei",,
642,Kazantsev,Andrey,"Kazantsev,Andrey",,
643,Kim,Byungil,"Kim,Byungil",,
644,Kim,Do_Hyun,"Kim,Do_Hyun",,
645,Kim,DongJo,"Kim,DongJo",,
646,Kweon,MinJung,"Kweon,MinJung",,
648,Lee,KwangBok,"Lee,KwangBok",,
649,Lee,MinKyung,"Lee,MinKyung",,
650,Leitch,Mike,"Leitch,Mike",,
651,Litvinenko,Anatoly,"Litvinenko,Anatoly",,
652,Malakhov,Alexander,"Malakhov,Alexander",,
653,Omiwade,Olusoji,"Omiwade,Olusoji",,
654,Park,Jaehong,"Park,Jaehong",,
655,Park,WooJin,"Park,WooJin",,
656,Sakashita,Koichi,"Sakashita,Koichi",,
658,Tram,ViNham,"Tram,ViNham",,
659,Vinogradov,Alexandre,"Vinogradov,Alexandre",,
660,Vznuzdaev,Evgueni,"Vznuzdaev,Evgueni",,
661,Yang,Ruizhe,"Yang,Ruizhe",,
641,Kang,Ju Hwan,"Kang,Ju_Hwan",,
647,Lai,Yue Shi,"Lai,YueShi",,
606,Zimanyi,Jozsef,"Zimanyi,Jozsef",,
629,Azmoun,Babak,"Azmoun,Babak",,
1592,Clever,Caleb,"Clever,Caleb",,2014-05-26 18:43:38.680509
574,Tomasek,Lukas,"Tomasek,Lukas",,
662,Cianciolo,Vincent,"Cianciolo,Vincent",,
663,Greene,Vicki,"Greene,Vicki",,
664,Hanks,Ali,"Hanks,Ali",,
665,Pereira,Hugo,"Pereira,Hugo",,
666,Takagui,Marcia,"Takagui,Marcia",,
740,Kochenda,Leonid,"Kochenda,Leonid",,
670,Silva,Cesar,"Silva,Cesar",,
671,Granier de Cassagnac,Raphael,"Granier_de_Cassagnac,Raphael",,
672,Ivanishchev,Dmitry,"Ivanishchev,Dmitry",,
673,Roach,Dillon,"Roach,Dillon",,
674,La Bounty,James,"LaBounty,James",,
675,Biggs,Carter,"Biggs,Carter",,
676,Polizzo,Salvatore,"Polizzo,Salvatore",,
677,Milov,Alexander,"Milov,Alexander",,
678,Sickles,Anne,"Sickles,Anne",,
679,Mohanty,Ajit,"Mohanty,Ajit",,
680,Kametani,Soichiro,"Kametani,Soichiro",,
681,Malik,Michael,"Malik,Michael",,
682,Zhou,Shuhua,"Zhou,Shuhua",,
683,Chung,Paul,"Chung,Paul",,
684,Kijima,Kotaro,"Kijima,Kotaro",,
685,Mannel,Eric,"Mannel,Eric",,
686,Hegde,Prasad,"Hegde,Prasad",,
687,Ichimiya,Ryo,"Ichimiya,Ryo",,
688,Kurosawa,Maki,"Kurosawa,Maki",,
689,Dairaku,Seishi,"Dairaku,Seishi",,
690,Kempel,Todd,"Kempel,Todd",,
691,Kiriluk,Kristin,"Kiriluk,Kristin",,
692,Sim,Kwang-Souk,"Sim,Kwang-Souk",,
693,Semenov,Andrei,"Semenov,Andrei",,
694,Dutta,Dipanwita,"Dutta,Dipanwita",,
695,Komkov,Boris,"Komkov,Boris",,
696,Richardson,Eric,"Richardson,Eric",,
697,Kim,Suhyeon,"Kim,Suhyeon",,
698,Belmont,Ronald,"Belmont,Ron",,
699,Herstoff,Jonathan,"Herstoff,Jonathan",,
700,Jumper,Daniel,"Jumper,Daniel",,
669,van Hecke,Hubert,"vanHecke,Hubert",,
702,Munoz_Camacho,Carlos,"Munoz_Camacho,Carlos",,
703,Sparks,Nathan,"Sparks,Nathan",,
704,Wood,John,"Wood,John",,
705,Faulkner,Mariette,"Faulkner,Mariette",,
706,Shukla,Prashant,"Shukla,Prashant",,
707,Jinnouchi,Osamu,"Jinnouchi,Osamu",,
708,Kamihara,Nobuyuki,"Kamihara,Nobuyuki",,
709,Leite,Marco,"Leite,Marco",,
710,Liebing,Patricia,"Liebing,Patricia",,
711,Mignerey,Alice,"Mignerey,Alice",,
712,Nouicer,Rachid,"Nouicer,Rachid",,
713,Okada,Kensuke,"Okada,Kensuke",,
714,Pak,Robert,"Pak,Robert",,
715,Sukhanov,Andrei,"Sukhanov,Andrei",,
716,Walker,Dylan,"Walker,Dylan",,
717,Xie,Wei,"Xie,Wei",,
718,Chai,Zhengwei,"Chai,Zhengwei",,
719,Chand,Phool,"Chand,Phool",,
720,Espagnon,Bruno,"Espagnon,Bruno",,
721,Hachiya,Takashi,"Hachiya,Takashi",,
722,Harada,Hiroyuki,"Harada,Hiroyuki",,
723,Hayano,Ryugo,"Hayano,Ryugo",,
724,Ishihara,Masayasu,"Ishihara,Masayasu",,
725,Kapustinsky,Jon,"Kapustinsky,Jon",,
726,Kochetkov,Vladimir,"Kochetkov,Vladimir",,
727,Kotchetkov,Dmitri,"Kotchetkov,Dmitri",,
728,Layton,David,"Layton,David",,
729,Lee,Jik,"Lee,Jik",,
730,Miake,Yasuo,"Miake,Yasuo",,
731,Nagamiya,Shoji,"Nagamiya,Shoji",,
732,Romana,Albert,"Romana,Albert",,
733,Staley,Florent,"Staley,Florent",,
734,Tomita,Yusuke,"Tomita,Yusuke",,
735,Turner,Jonathan,"Turner,Jonathan",,
736,Wagner,Marcus,"Wagner,Marcus",,
737,Watts,Cole,"Watts,Cole",,
738,Wessels,Johannes,"Wessels,Johannes",,
739,Wright,Ryan,"Wright,Ryan",,
741,Chernichenko,Sergey,"Chernichenko,Sergei",,
742,Hadj Henni,Ahmed,"HadjHenni,Ahmed",,
743,Norman,Benjamin,"Norman,Ben",,
744,Semenov,Vitaly,"Semenov,Vitaly",,
745,Soldatov,Aleksander,"Soldatov,Aleksandr",,
746,Joo,Koan,"Joo,Koan_Sik",,
1612,Pontieri,Christoph,"Pontieri,Christoph",,2015-02-05 09:11:16.159851
771,Edwards,Simon,"Edwards,Simon",,
750,Watanabe,Kengo,"Watanabe,Kengo",,
751,Bok,Jeongsu,"Bok,Jeongsu",,
752,Blau,Dmitry,"Blau,Dmitry",,
753,You,Zhengyun,"You,Zhengyun",,
755,Hamblen,Joshua,"Hamblen,Joshua",,
756,Aramaki,Yoki,"Aramaki,Yoki",,
757,Butler,Carola,"Butler,Carola",,
759,Christiansen,Peter,"Christiansen,Peter",,
760,Chvala,Ondrej,"Chvala,Ondrej",,
761,Danchev,Ivan,"Danchev,Ivan",,
762,Datta,Amaresh,"Datta,Amaresh",,
763,Jacob,Merritt,"Jacob,Merritt",,
765,Kawashima,Motohiro,"Kawashima,Motohiro",,
766,Proissl,Manuel,"Proissl,Manuel",,
767,Watanabe,Daisuke,"Watanabe,Daisuke",,
768,Wei,Rui,"Wei,Rui",,
769,Lee,Kiseon,"Lee,Kiseon",,
770,Spendier,Kathrin,"Spendier,Kathrin",,
1620,Tarnai,Gabor,"Tarnai,Gabor",,2015-02-20 10:12:38.879347
772,Rolnick,Sky,"Rolnick,Sky",,
773,Rosen,Christopher,"Rosen,Christopher",,
774,Drees,Angelika,"Drees,Angelika",,
775,Karatsu,Kenichi,"Karatsu,Kenichi",,
776,Kim,Young-Jin,"Kim,Young-Jin",,
777,Barron,Alexander,"Barron,Alexander",,
778,Borggren,Nathan,"Borggren,Nathan",,
779,Caringi,Amanda,"Caringi,Amanda",,
780,Ide,Justine,"Ide,Justine",,
781,Jones,Timothy,"Jones,Timothy",,
782,Kasai,Miki,"Kasai,Miki",,
783,Kim,Eun-Joo,"Kim,Eun-Joo",,
784,Lopez,Gary,"Lopez,Gary",,
785,Oakley,Christopher,"Oakley,Christopher",,
786,Petti,Richard,"Petti,Richard",,
787,Thomas,Dillon,"Thomas,Dillon",,
788,Zimmerman,Aaron,"Zimmerman,Aaron",,
764,Connors,Megan,"Connors,Megan","formerly Juszkiewicz,Megan",
790,Singh,Chandra,"Singh,C.P.",,
758,Chen,Chin-Hao,"Chen,Chin-Hao",Also known as John Chen,
754,Atomssa,Ermias,"Atomssa,Ermias","formerly Tujuba,Ermias",
1597,Snowball,Matthew,"Snowball,Matthew",,2014-09-17 14:14:06.243752
791,Bourgeois,Paul,"Bourgeois,Paul",,
792,Iwanaga,Yoshihiro,"Iwanaga,Yoshihiro",,
793,Jiang,Xiaodong,"Jiang,Xiaodong",,
794,Kleinjan,David,"Kleinjan,David",,
795,Lichtenwalner,Phillip,"Lichtenwalner,Phillip",,
796,Mibe,Tsutomu,"Mibe,Tsutomu",,
797,Taneja,Swadhin,"Taneja,Swadhin",,
798,Lee,Kyong Sei,"Lee,KyongSei",,
799,Moon,Hyejin,"Moon,Hyejin",,
800,Nakamura,Katsuro,"Nakamura,Katsuro",,
801,Sano,Masato,"Sano,Masato",,
802,Takahara,Akihisa,"Takahara,Akihisa",,
803,Welke,Charles,"Welke,Charles",,
804,LindenLevy,Loren,"LindenLevy,Loren",,
805,Durham,Matthew,"Durham,Matt",,
806,Apadula,Nicole,"Apadula,Nicole",,
807,Hutter,Richard,"Hutter,Richard",,
808,Gong,Xiaoyang,"Gong,Xiaoyang",,
809,Guo,Lei,"Guo,Lei",,
810,Hollis,Richard,"Hollis,Richard",,
811,Iordanova,Aneta,"Iordanova,Aneta",,
812,Kline,Paul,"Kline,Paul",,
813,Lee,Soon-Rye,"Lee,Soon-Rye",,
814,Leitgab,Martin,"Leitgab,Martin",,
815,Lim,Sanghoon,"Lim,Sanghoon",,
816,Manion,Andrew,"Manion,Andrew",,
817,Nihashi,Masaya,"Nihashi,Masaya",,
818,Nuger,Jeremy,"Nuger,Jeremy",,
819,Sarsour,Murad,"Sarsour,Murad",,
820,Vossen,Anselm,"Vossen,Anselm",,
821,Akimoto,Ryohji,"Akimoto,Ryohji",,
822,Andrews,Keller,"Andrews,Keller",,
823,Bannier,Benjamin,"Bannier,Benjamin",,
824,Ben-Benjamin,Jonathan,"Ben-Benjamin,Jonathan",,
825,Broxmeyer,David,"Broxmeyer,David",,
826,Gainey,Kyle,"Gainey,Kyle",,
827,Hahn,Kevin,"Hahn,KevinInsik",,
828,Harper,Caitlin,"Harper,Caitlin",,
829,Hori,Yasuto,"Hori,Yasuto",,
830,John,Dwayne,"John,Dwayne",,
831,Kang,ByoungHwi,"Kang,ByoungHwi",,
832,Klamor,Sebastian,"Klamor,Sebastian",,
833,Lewis,Benji,"Lewis,Benji",,
834,McGlinchey,Darren,"McGlinchey,Darren",,
835,Miyachi,Yoshiyuki,"Miyachi,Yoshiyuki",,
836,Motschwiller,Steven,"Motschwiller,Steven",,
837,Pereira,Sergio,"Pereira,Sergio",,
838,Perry,Joshua,"Perry,Joshua",,
839,Reynolds,Damian,"Reynolds,Damian",,
840,Sodre,Thalassa,"Sodre,Thalassa",,
841,Sun,Jiayin,"Sun,Jiayin",,
842,Tarafdar,Sourav,"Tarafdar,Sourav",,
843,Tennant,Elaine,"Tennant,Elaine",,
844,Todoroki,Takahito,"Todoroki,Takahito",,
846,Utsunomiya,Kazuki,"Utsunomiya,Kazuki",,
847,Voas,Brian,"Voas,Brian",,
848,Watanabe,Yosuke,"Watanabe,Yosuke",,
849,Zelenski,Anatoli,"Zelenski,Anatoli",,
850,Aschenauer,Elke,"Aschenauer,Elke-Caroline",,
1593,Reinert,David,"Reinert,David",,2014-06-23 12:13:33.532115
1639,Fan,Wenqing,"Fan,Wenqing",,2015-11-10 14:33:15.108652
853,Kajigaya,Midori,"Kajigaya,Midori",,
854,Park,Byeong Hyeon,"Park,ByeongHyeon",,
855,Shim,Hyun Ha,"Shim,HyunHa",,
856,Yoo,Jung Sook,"Yoo,JungSook",,
857,Lee,Sook Hyun,"Lee,SookHyun",,
858,Kim,Yong Kyun,"Kim,YongKyun",,
860,Park,Sung,"Park,SungKeun",,
861,Steinberg,Peter,"Steinberg,Peter",,
862,Avoirte,Joffrey,"Avoirte,Joffrey",,
863,Byrum,Laura,"Byrum,Laura",,
864,Baumgart,Stephen,"Baumgart,Stephen",,
865,Gal,Ciprian,"Gal,Ciprian",,
866,Garishvili,Archil,"Garishvili,Archil",,
867,Hirota,Seiko,"Hirota,Seiko",,
868,Ichikawa,Yudai,"Ichikawa,Yudai",,
869,Joo,Eunah,"Joo,Eunah",,
870,Kim,Chong,"Kim,Chong",,
871,Kim,Heonjoo,"Kim,Heonjoo",,
872,Klatsky,Jeffrey,"Klatsky,Jeffrey",,
873,Komatsu,Yusuke,"Komatsu,Yusuke",,
874,Kotov,Dmitry,"Kotov,Dmitry",,
876,McKinney,Cameron,"McKinney,Cameron",,
877,Mikuni,Kazumi,"Mikuni,Kazumi",,
878,Mohapatra,Soumya,"Mohapatra,Soumya",,
879,Mwai,Alex,"Mwai,Alex",,
880,Novitzky,Norbert,"Novitzky,Norbert",,
881,Ogawa,Naruya,"Ogawa,Naruya",,
882,Onishi,Junichi,"Onishi,Junichi",,
883,Powell,William,"Powell,William",,
884,Sameshima,Rei,"Sameshima,Rei",,
885,Sen,Abhisek,"Sen,Abhisek",,
886,Shaver,Alexander,"Shaver,Alexander",,
887,Song,Myunggeun,"Song,Myunggeun",,
888,Tomkins,Daniel,"Tomkins,Daniel",,
889,Vargyas,Marton,"Vargyas,Marton",,
890,Viinikainen,Jussi,"Viinikainen,Jussi",,
891,Wiecki,Paul,"Wiecki,Paul",,
892,Wolin,Scott,"Wolin,Scott",,
893,Choi,Seonho,"Choi,Seonho",,
894,Ding,Lei,"Ding,Lei",,
895,Garg,Prakhar,"Garg,Prakhar",,
896,Mendoza,Matthew,"Mendoza,Matthew",,
897,Murakami,Tetsuya,"Murakami,Tetsuya",,
898,Nattrass,Christine,"Nattrass,Christine",,
899,Tsuji,Tomoya,"Tsuji,Tomoya",,
900,Whitaker,Shawn,"Whitaker,Shawn",,
901,Xia,Bing,"Xia,Bing",,
902,Asano,Hidemitsu,"Asano,Hidemitsu",,
903,Castera,Philippe,"Castera,Philippe",,
904,Daugherity,Michael,"Daugherity,Michael",,
905,Hamada,Eitaro,"Hamada,Eitaro",,
906,Hashimoto,Kimiaki,"Hashimoto,Kimiaki",,
907,Krizek,Filip,"Krizek,Filip",,
908,Masumoto,Shinichi,"Masumoto,Shinichi",,
1613,Rau,Michael,"Rau,Michael",,2015-02-05 09:13:14.706665
910,Nomura,Marcelo,"Nomura,Marcelo",,
29,Bhagavatula,Sandhya,"Bhagavatula,Sandhya",,
243,Dayananda,MathesKanishka,"Dayananda,MathesKanishka",,
749,Perepelitsa,Dennis,"Perepelitsa,Dennis",,
295,Galanakis,Dimitris,"Galanakis,Dimitris",,
152,Kinnison,Wayne,"Kinnison,Wayne",,
859,Kang,Jeong Soo,"Kang,Jeongsoo",,
1615,Ji,Zhongling,"Ji,Zhongling",,2015-02-13 16:19:36.596465
845,Tomasek,Michal,"Tomasek,Michal",,
77,Sibiriak,Iouri,"Sibiriak,Iouri",,
298,Thorsland,Eric,"Thorsland,Eric",,
668,Salnikov,Stanislav,"Salnikov,Stanislav",,
255,du Rietz,Rickard,"duRietz,Rickard",,
211,Grosse Perdekamp,Matthias,"GrossePerdekamp,Matthias",,
911,Pope,Kyle,"Pope,Kyle",,
65,Gogiberidze,George,"Gogiberidze,George",,
1001,Koblesky,Theo,"Koblesky,Theo",,
912,Patel,Laura,"Patel,Laura",,
914,Sett,Priyanka,"Sett,Priyanka",,
1640,Metzger,Wesley,"Metzger,Wesley",,2015-11-25 15:25:47.259068
913,Niida,Takafumi,"Niida,Takafumi",,
915,Mishra,DipakKumar,"Mishra,DipakKumar",,
909,Mizuno,Sanshiro,"Mizuno,Sanshiro",,
916,Gu,Yi,"Gu,Yi",,
917,El Chenawi,Karim,"ElChenawi,Karim",,
918,Khandai,Prashanta Kumar,"Khandai,Prashanta_Kumar",,
1614,Ottino,Gregory,"Ottino,Gregory",,2015-02-12 17:53:47.283822
944,Choi,Jinhyuk,"Choi,Jinhyuk",Kangnung,
919,Kumpmann,Ansgar,"Kumpmann,Ansgar",,
920,Svensson,Thomas,"Svensson,Thomas",,
921,Skutnik,Steve,"Skutnik,Steve",,
922,Kohara,Ryota,"Kohara,Ryota",,
923,Kim,Young Gook,"Kim,YoungGook",,
924,D'Orazio,Lesley,"DOrazio,Lesley",,
925,Timilsina,Arbin,"Timilsina,Arbin",,
926,Feege,Nils,"Feege,Nils",,
1005,Kopytine,Misha,"Kopytine,Misha",,
927,Li,Xinhua,"Li,Xinhua",,
928,Devismes,Anne,"Devismes,Anne",,
1641,Elder,Todd,"Elder,Todd",,2015-12-01 10:59:59.780947
929,Fung,Sun-Yiu,"Fung,Sun-Yiu",,
930,Angerami,Aaron,"Angerami,Aaron",,
931,Appelt,Eric,"Appelt,Eric",,
932,Bai,Xinzhan,"Bai,Xinzhan",,
933,Baron,Owen,"Baron,Owen",,
935,Beckman,Shawn,"Beckman,Shawn",,
936,Berdnikov,Alexander,"Berdnikov,Alexander",,
937,Bhom,Jihyon,"Bhom,Jihyon",,
1650,Boer,Marie,"Boer,Marie",,2016-02-04 13:52:11.428852
939,Bjorndal,Michael,"Bjorndal,Michael",,
940,Black,David,"Black,David",,
941,Borenstein,Sam,"Borenstein,Sam",,
942,Bryslawskyj,Jason,"Bryslawskyj,Jason",,
943,Bucher,Damian,"Bucher,Damian",,
945,Choi,JongBum,"Choi,JongBum",,
946,Comets,Marie_Pierre,"Comets,Marie_Pierre",,
947,Cronin,Nicole,"Cronin,Nicole",,
950,Deaton,Brett,"Deaton,Brett",,
851,Dharmawardane,Kahanawita,"Dharmawardane,KahanawitaVipuli",,
952,Drachenberg,Jim,"Drachenberg,Jim",,
953,Gallus,Petr,"Gallus,Petr",,
954,Ge,Huijun,"Ge,Huijun",,
955,Germain,Marie,"Germain,Marie",,
957,Godoi,Adriana,"Godoi,Adriana",,
958,Grim,Gary,"Grim,Gary",,
959,Guragain,Hari,"Guragain,Hari",,
960,Hagiwara,Masako,"Hagiwara,Masako",,
962,Hasegawa,Shoichi,"Hasegawa,Shoichi",,
963,Hasuko,Kazumi,"Hasuko,Kazumi",,
964,Hayashi,Naoki,"Hayashi,Naoki",,
965,Hayashi,ShinIchi,"Hayashi,ShinIchi",,
966,Hibino,Marasu,"Hibino,Marasu",,
967,Hidas,Pal,"Hidas,Pal",,
968,Ho,DongSu,"Ho,DongSu",,
969,Hoshino,Tomoya,"Hoshino,Tomoya",,
970,Huang,Jin,"Huang,Jin",,
971,Iguri,Takeru,"Iguri,Takeru",,
972,Ikeda,Yuki,"Ikeda,Yuki",,
973,Imazu,Yoshimitsu,"Imazu,Yoshimitsu",,
974,Inuzuka,Masahide,"Inuzuka,Masahide",,
975,Isinhue,Alexander,"Isinhue,Alexander",,
976,Javani,Mohammad,"Javani,Mohammad",,
977,Jeon,SangJune,"Jeon,SangJune",,
978,Jeong,Y,"Jeong,Y",,
979,Jezghani,Margaret,"Jezghani,Margaret",,
949,Deak,Ferenc,"Deak,Ferenc",,
981,Kaneti,Steve,"Kaneti,Steve",,
982,Kann,Mikhail,"Kann,Mikhail",,
983,Kapoor,S.S.,"Kapoor,S.S.",,
984,Katou,Koichi,"Katou,Koichi",,
985,Key,Aaron,"Key,Aaron",,
986,Khachatryan,Vladimir,"Khachatryan,Vladimir",,
987,Kim,Aram,"Kim,Aram",,
989,Kim,Do-Won,"Kim,Do-Won",,
990,Kim,DoHoon,"Kim,DoHoon",,
992,Kim,HongJoo,"Kim,HongJoo",,
993,Kim,Hyeon-Joong,"Kim,Hyeon-Joong",,
994,Kim,HyunHo,"Kim,HyunHo",,
995,Kim,Kwan-Beom,"Kim,Kwan-Beom",,
996,Kim,Minjung,"Kim,Minjung",,
999,Kiyoyama,Kouji,"Kiyoyama,Kouji",,
1000,Kobayashi,Hideyuki,"Kobayashi,Hideyuki",,
1002,Koehler,Daniel,"Koehler,Daniel",,
1003,Kofarago,Monika,"Kofarago,Monika",,
1006,Kuberg,Chris,"Kuberg,Chris",,
1007,Ladygin,Vladimir,"Ladygin,Vladimir",,
1008,LeBornec,Yves,"LeBornec,Yves",,
1009,Lee,Byungwuek,"Lee,Byungwuek",,
1010,Lee,GunHo,"Lee,GunHo",,
1011,Lee,Sungchul,"Lee,Sungchul",,
1012,Leitner,Evan,"Leitner,Evan",,
1013,Li,Zhihong,"Li,Zhihong",,
1014,Lim,Hansang,"Lim,Hansang",,
1015,Liu,Kun,"Liu,Kun",,
1016,Liu,Y,"Liu,Y",,
1017,Makek,Mihael,"Makek,Mihael",,
1018,Maruyama,Toshiki,"Maruyama,Toshiki",,
1019,McCain,Cody,"McCain,Cody",,
1020,McCain,Marshall,"McCain,Marshall",,
1021,Meles,Abraham,"Meles,Abraham",,
1022,Midori,Jumpei,"Midori,Jumpei",,
479,Miller,Timothy,"Miller,Tim",,
1023,Mischke,Richard,"Mischke,Richard",,
1024,Mishra,Madhukar,"Mishra,Madhukar",,
1025,Miyasaka,Shou,"Miyasaka,Shou",,
1026,Moon,TaeBong,"Moon,TaeBong",,
286,Matathias,Felix,"Matathias,Felix",,
1027,Moskowitz,Matthew,"Moskowitz,Matthew",,
948,Crossette,Nathan,"Crossette,Nathan",,
956,Giordano,Francesca,"Giordano,Francesca",,
273,McCumber,Michael,"McCumber,Michael",,
991,Kim,Geun Beom,"Kim,Geun-Beom",,
934,Beaumier,Michael,"Beaumier,Michael",,
1004,Orjuela Koop,Javier,"OrjuelaKoop,Javier",,
951,Do,Jaehyeon,"Do,Jaehyeon",,
1028,Nagae,Tomofumi,"Nagae,Tomofumi",,
1029,Nagasaka,Yasushi,"Nagasaka,Yasushi",,
1030,Nakagomi,Hiroshi,"Nakagomi,Hiroshi",,
1031,Nam,Shinwoo,"Nam,Shinwoo",,
1032,Nandi,Basanta,"Nandi,Basanta",,
1033,Nara,M,"Nara,M",,
1034,Nederlof,Andrew,"Nederlof,Andrew",,
1035,Netrakanti,PawanKumar,"Netrakanti,PawanKumar",,
1036,Nishimura,Shoichiro,"Nishimura,Shoichiro",,
1037,Novak,Tamas,"Novak,Tamas",,
1038,Nukariya,Atsushi,"Nukariya,Atsushi",,
1039,Obayashi,Hideyuki,"Obayashi,Hideyuki",,
1040,Oide,Hideyuki,"Oide,Hideyuki",,
1041,Oya,Yusuke,"Oya,Yusuke",,
1042,Park,IlHung,"Park,IlHung",,
1043,Park,Sanghwa,"Park,Sanghwa",,
1044,Parmar,A,"Parmar,A",,
1045,Penev,Vladimir,"Penev,Vladimir",,
1046,Perera,Darshana,"Perera,Darshana",,
1047,Petridis,Athan,"Petridis,Athan",,
1048,Pierson,Adam,"Pierson,Adam",,
1049,Pitukhin,Piotr,"Pitukhin,Piotr","affiliation is ihep_prot; different than Pitukhin, K. (id = 94) I think",
1050,Puckett,Andrew,"Puckett,Andrew",,
1051,Qualls,Jeb,"Qualls,Jeb",,
1052,Riveli,Nowo,"Riveli,Nowo",,
1053,Rowan,Zachary,"Rowan,Zachary",,
1054,Ryu,MinSang,"Ryu,MinSang",,
1055,Sadler,Michael,"Sadler,Michael",,
1056,Safonov,Alexey,"Safonov,Alexey",,
1057,Sakai,M,"Sakai,M",,
1058,Sako,Hiroyuki,"Sako,Hiroyuki",,
1059,Sanfratello,Lori,"Sanfratello,Lori",,
1060,Sano,Satoshi,"Sano,Satoshi",,
1061,Santo,Rainer,"Santo,Rainer",,
1062,Savastio,Michael,"Savastio,Michael",,
1642,Malaev,Mikhail,"Malaev,Mikhail",,2015-12-08 06:27:33.544998
1064,Sekiguchi,Yuko,"Sekiguchi,Yuko",,
1065,Sexton,Ashley,"Sexton,Ashley",,
1066,Shaw,Matt,"Shaw,Matt",,
1067,Shohjoh,Tomoyasu,"Shohjoh,Tomoyasu",,
789,Singh,Bhartendu,"Singh,Bhartendu_Kumar",,
1068,Sivertz,Mike,"Sivertz,Mike",,
1069,Skolnik,MariAnne,"Skolnik,MariAnne",,
1070,Smith,William,"Smith,William",,
1071,Solano,Steven,"Solano,Steven",,
1072,Stone,Michael,"Stone,Michael",,
1073,Sue,Dongon,"Sue,Dongon",,
1074,Sugioka,Makoto,"Sugioka,Makoto",,
1075,Takagi,Satoshi,"Takagi,Satoshi",,
1076,Tamai,Munetaka,"Tamai,Munetaka",,
1077,Tanaka,Kazuhiro,"Tanaka,Kazuhiro",,
1648,Runchey,Jonathan,"Runchey,Jonathan",,2016-02-01 13:45:42.917824
1078,Tepe,Jason,"Tepe,Jason",,
1079,Tuli,S.K.,"Tuli,S.K.",,
1080,Tyurin,Nikolai,"Tyurin,Nikolai",,
1081,Uam,Taejun,"Uam,Taejun",,
1082,Ushiroda,Tsukasa,"Ushiroda,Tsukasa",,
667,Vazquez-Zambrano,Eric,"Vazquez-Zambrano,Eric",,
1083,Velissaris,Christos,"Velissaris,Christos",,
1084,Watanabe,Kentaro,"Watanabe,Kentaro",,
